PMID,title,journal,nodeGroup,isSpikeNode
33398277,Structural basis for broad coronavirus neutralization.,bioRxiv : the preprint server for biology,9,1
33398275,An engineered decoy receptor for SARS-CoV-2 broadly binds protein S sequence variants.,bioRxiv : the preprint server for biology,9,1
33398234,Computational design of SARS-CoV-2 spike glycoproteins to increase immunogenicity by T cell epitope engineering.,Computational and structural biotechnology journal,9,1
33398233,Novel coronavirus disease (COVID-19) pandemic: A recent mini review.,Computational and structural biotechnology journal,9,1
33396801,"Computational Analysis of SARS-CoV-2 and SARS-Like Coronavirus Diversity in Human, Bat and Pangolin Populations.",Viruses,9,1
33396184,The Two-Way Switch Role of ACE2 in the Treatment of Novel Coronavirus Pneumonia and Underlying Comorbidities.,"Molecules (Basel, Switzerland)",9,1
33392262,"Structural Characterization of SARS-CoV-2: Where We Are, and Where We Need to Be.",Frontiers in molecular biosciences,9,1
33391633,Computational modelling supports that dengue virus envelope antibodies can bind to SARS-CoV-2 receptor binding sites: Is pre-exposure to dengue virus protective against COVID-19 severity?,Computational and structural biotechnology journal,9,1
33391285,A Potent SARS-CoV-2 Neutralizing Human Monoclonal Antibody That Reduces Viral Burden and Disease Severity in Syrian Hamsters.,Frontiers in immunology,9,1
33390724,Pain as clinical manifestations of COVID-19 infection and its management in the pandemic era: a literature review.,"The Egyptian journal of neurology, psychiatry and neurosurgery",9,1
33387467,Unraveling the mechanism of arbidol binding and inhibition of SARS-CoV-2: Insights from atomistic simulations.,European journal of pharmacology,9,1
33385714,Genome-wide analysis of Indian SARS-CoV-2 genomes to identify T-cell and B-cell epitopes from conserved regions based on immunogenicity and antigenicity.,International immunopharmacology,9,1
33383190,Structural insights of key enzymes into therapeutic intervention against SARS-CoV-2.,Journal of structural biology,9,1
33381492,Host DDX Helicases as Possible SARS-CoV-2 Proviral Factors: A Structural Overview of Their Hijacking Through Multiple Viral Proteins.,Frontiers in chemistry,9,1
33381273,SARS-CoV-2 and Other Respiratory Viruses: What Does Oxidative Stress Have to Do with It?,Oxidative medicine and cellular longevity,9,1
33380340,ACE2: the molecular doorway to SARS-CoV-2.,Cell & bioscience,9,1
33380328,Design of a companion bioinformatic tool to detect the emergence and geographical distribution of SARS-CoV-2 Spike protein genetic variants.,Journal of translational medicine,9,1
33379092,Technical considerations to development of serological tests for SARS-CoV-2.,Talanta,9,1
33377103,A protocol for displaying viral envelope glycoproteins on the surface of vesicular stomatitis viruses.,STAR protocols,9,1
33375371,Endothelium Infection and Dysregulation by SARS-CoV-2: Evidence and Caveats in COVID-19.,Viruses,9,1
33374797,Multiple Recombination Events and Strong Purifying Selection at the Origin of SARS-CoV-2 Spike Glycoprotein Increased Correlated Dynamic Movements.,International journal of molecular sciences,9,1
33374387,Blocking Effect of Demethylzeylasteral on the Interaction between Human ACE2 Protein and SARS-CoV-2 RBD Protein Discovered Using SPR Technology.,"Molecules (Basel, Switzerland)",9,1
33373693,Spike glycoproteins: Their significance for corona viruses and receptor binding activities for pathogenesis and viral survival.,Microbial pathogenesis,9,1
33370597,Repurposing of renin inhibitors as SARS-COV-2 main protease inhibitors: A computational study.,Virology,9,1
33368788,Classical and alternative receptors for SARS-CoV-2 therapeutic strategy.,Reviews in medical virology,9,1
33364247,Molecular Mechanisms Lead to Sex-Specific COVID-19 Prognosis and Targeted Therapies.,Frontiers in medicine,9,1
33364201,Cathepsin L in COVID-19: From Pharmacological Evidences to Genetics.,Frontiers in cellular and infection microbiology,9,1
33362916,Clinical features and radiological manifestations of COVID-19 disease.,World journal of radiology,9,1
33362759,Will SARS-CoV-2 Infection Elicit Long-Lasting Protective or Sterilising Immunity? Implications for Vaccine Strategies (2020).,Frontiers in immunology,9,1
33362542,SARS-CoV-2 Spike-Heat Shock Protein A5 (GRP78) Recognition may be Related to the Immersed Human Coronaviruses.,Frontiers in pharmacology,9,1
33362291,Unraveling the origin of interactions of hydroxychloroquine with the receptor-binding domain of SARS-CoV-2 in aqueous medium.,Chemical physics letters,9,1
33358977,Lipid-based vaccine nanoparticles for induction of humoral immune responses against HIV-1 and SARS-CoV-2.,Journal of controlled release : official journal of the Controlled Release Society,9,1
33357725,Traditional Chinese medicine network pharmacology study on exploring the mechanism of Xuebijing Injection in the treatment of coronavirus disease 2019.,Chinese journal of natural medicines,9,1
33357233,Potentially adaptive SARS-CoV-2 mutations discovered with novel spatiotemporal and explainable AI models.,Genome biology,9,1
33357215,Phosphatidylserine inside out: a possible underlying mechanism in the inflammation and coagulation abnormalities of COVID-19.,Cell communication and signaling : CCS,9,1
33356169,Rationally Designed ACE2-Derived Peptides Inhibit SARS-CoV-2.,Bioconjugate chemistry,9,1
33356134,Biomaterials-Based Opportunities to Engineer the Pulmonary Host Immune Response in COVID-19.,ACS biomaterials science & engineering,9,1
33353549,May the analysis of 1918 influenza pandemic give hints to imagine the possible magnitude of Corona Virus Disease-2019 (COVID-19)?,Journal of translational medicine,9,1
33353101,SARS-CoV-2 Spike Alterations Enhance Pseudoparticle Titers and Replication-Competent VSV-SARS-CoV-2 Virus.,Viruses,9,1
33352576,The Involvement of Chronic Kidney Disease and Acute Kidney Injury in Disease Severity and Mortality in Patients with COVID-19: A Meta-Analysis.,Kidney & blood pressure research,9,1
33352173,DNA vaccines against COVID-19: Perspectives and challenges.,Life sciences,9,1
33352046,Natural Products with Potential to Treat RNA Virus Pathogens Including SARS-CoV-2.,Journal of natural products,9,1
33350025,"The unique features of SARS-CoV-2 transmission: Comparison with SARS-CoV, MERS-CoV and 2009 H1N1 pandemic influenza virus.",Reviews in medical virology,9,1
33348900,Virus-Mediated Cell-Cell Fusion.,International journal of molecular sciences,9,1
33348746,"Monitoring Viral Entry in Real-Time Using a Luciferase Recombinant Vesicular Stomatitis Virus Producing SARS-CoV-2, EBOV, LASV, CHIKV, and VSV Glycoproteins.",Viruses,9,1
33348379,The impact of structural bioinformatics tools and resources on SARS-CoV-2 research and therapeutic strategies.,Briefings in bioinformatics,9,1
33347439,"A modular framework for multiscale, multicellular, spatiotemporal modeling of acute primary viral infection and immune response in epithelial tissues and its application to drug therapy timing and effectiveness.",PLoS computational biology,9,1
33344605,Suspected SARS-CoV-2 infection with fever and coronary heart disease: A case report.,World journal of clinical cases,9,1
33344479,Body Localization of ACE-2: On the Trail of the Keyhole of SARS-CoV-2.,Frontiers in medicine,9,1
33343834,Temperature dependence of the SARS-CoV-2 affinity to human ACE2 determines COVID-19 progression and clinical outcome.,Computational and structural biotechnology journal,9,1
33343783,Microfluidic immunoassay for detection of serological antibodies: A potential tool for rapid evaluation of immunity against SARS-CoV-2.,Biomicrofluidics,9,1
33341894,Potential benefits of dietary seaweeds as protection against COVID-19.,Nutrition reviews,9,1
33341869,Inferring microenvironmental regulation of gene expression from single-cell RNA sequencing data using scMLnet with an application to COVID-19.,Briefings in bioinformatics,9,1
33341604,Neutralizing antibodies targeting SARS-CoV-2 spike protein.,Stem cell research,9,1
33340798,Furin cleavage sites naturally occur in coronaviruses.,Stem cell research,9,1
33340519,Subtle Influence of ACE2 Glycan Processing on SARS-CoV-2 Recognition.,Journal of molecular biology,9,1
33340022,Viral targets for vaccines against COVID-19.,Nature reviews. Immunology,9,1
33337873,A Nanomechanical Study on Deciphering the Stickiness of SARS-CoV-2 on Inanimate Surfaces.,ACS applied materials & interfaces,9,1
33334317,"Clinical characteristics of 41 patients with pneumonia due to 2019 novel coronavirus disease (COVID-19) in Jilin, China.",BMC infectious diseases,9,1
33334050,SARS-CoV-2 and Viral Sepsis: Immune Dysfunction and Implications in Kidney Failure.,Journal of clinical medicine,9,1
33331243,Comparative molecular dynamics study of the receptor-binding domains in SARS-CoV-2 and SARS-CoV and the effects of mutations on the binding affinity.,Journal of biomolecular structure & dynamics,9,1
33330878,"IgG Antibodies against SARS-CoV-2 Correlate with Days from Symptom Onset, Viral Load and IL-10.",medRxiv : the preprint server for health sciences,9,1
33330866,The D614G Mutation Enhances the Lysosomal Trafficking of SARS-CoV-2 Spike.,bioRxiv : the preprint server for biology,9,1
33330839,Identifying SARS-CoV-2 Entry Inhibitors through Drug Repurposing Screens of SARS-S and MERS-S Pseudotyped Particles.,ACS pharmacology & translational science,9,1
33330766,Emergence of SARS-CoV-2 and its outlook.,Global health & medicine,9,1
33330620,Renal Carcinoma Is Associated With Increased Risk of Coronavirus Infections.,Frontiers in molecular biosciences,9,1
33330528,"Ocular Involvement in Coronavirus Disease 2019: Up-to-Date Information on Its Manifestation, Testing, Transmission, and Prevention.",Frontiers in medicine,9,1
33324769,Recent updates on COVID-19: A holistic review.,Heliyon,9,1
33324574,"SARS-CoV-2: Structure, Biology, and Structure-Based Therapeutics Development.",Frontiers in cellular and infection microbiology,9,1
33324224,Role of Endolysosomes in Severe Acute Respiratory Syndrome Coronavirus-2 Infection and Coronavirus Disease 2019 Pathogenesis: Implications for Potential Treatments.,Frontiers in pharmacology,9,1
33322162,Role of Nutraceuticals in COVID-19 Mediated Liver Dysfunction.,"Molecules (Basel, Switzerland)",9,1
33320635,Bioengineered <i>in Vitro</i> Tissue Models to Study SARS-CoV-2 Pathogenesis and Therapeutic Validation.,ACS biomaterials science & engineering,9,1
33318644,A historical perspective on ACE2 in the COVID-19 era.,Journal of human hypertension,9,1
33317745,The nervous system-A new territory being explored of SARS-CoV-2.,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,9,1
33316346,Vaccine formulations in clinical development for the prevention of severe acute respiratory syndrome coronavirus 2 infection.,Advanced drug delivery reviews,9,1
33313362,Chasing COVID-19 through SARS-CoV-2 spike glycoprotein.,Virusdisease,9,1
33313306,Pathophysiology and potential future therapeutic targets using preclinical models of COVID-19.,ERJ open research,9,1
33313148,A bioinformatics analysis on the potential role of ACE2 in cardiac impairment of patients with coronavirus disease 2019.,Annals of translational medicine,9,1
33311429,Does Virus-Receptor Interplay Influence Human Coronaviruses Infection Outcome?,Medical science monitor : international medical journal of experimental and clinical research,9,1
33310780,Stapled Peptides Based on Human Angiotensin-Converting Enzyme 2 (ACE2) Potently Inhibit SARS-CoV-2 Infection <i>In Vitro</i>.,mBio,9,1
33310480,Cell membrane chromatography for the analysis of the interaction between chloroquine and hydroxychloroquine with ACE2 receptors.,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",9,1
33310043,Screened antipsychotic drugs inhibit SARS-CoV-2 binding with ACE2 in vitro.,Life sciences,9,1
33310028,Dynamic anti-spike protein antibody profiles in COVID-19 patients.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,9,1
33310017,The ACE2-binding Interface of SARS-CoV-2 Spike Inherently Deflects Immune Recognition.,Journal of molecular biology,9,1
33309815,Challenges and opportunities for antiviral monoclonal antibodies as COVID-19 therapy.,Advanced drug delivery reviews,9,1
33308936,Alveolar epithelial cell type II as main target of SARS-CoV-2 virus and COVID-19 development via NF-Kb pathway deregulation: A physio-pathological theory.,Medical hypotheses,9,1
33308506,Coronavirus Disease 2019 and Hypertension: The Role of Angiotensin-Converting Enzyme 2 and the Renin-Angiotensin System.,Advances in chronic kidney disease,9,1
33308500,COVID-19 and the Kidney Community: Coalescing in Crisis.,Advances in chronic kidney disease,9,1
33306985,D614G Spike Mutation Increases SARS CoV-2 Susceptibility to Neutralization.,Cell host & microbe,9,1
33306409,Ravaging SARS-CoV-2: rudimentary diagnosis and puzzling immunological responses.,Current medical research and opinion,9,1
33304368,In Search of Herbal Anti-SARS-Cov2 Compounds.,Frontiers in plant science,9,1
33304309,Impact of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in the Nervous System: Implications of COVID-19 in Neurodegeneration.,Frontiers in neurology,9,1
33304284,How Does SARS-CoV-2 Affect the Central Nervous System? A Working Hypothesis.,Frontiers in psychiatry,9,1
33303951,Rapid and sensitive detection of SARS-CoV-2 antibodies by biolayer interferometry.,Scientific reports,9,1
33303307,Could changes in the airborne pollutant particulate matter acting as a viral vector have exerted selective pressure to cause COVID-19 evolution?,Medical hypotheses,9,1
33303190,The biogenesis of SARS-CoV-2 spike glycoprotein: multiple targets for host-directed antiviral therapy.,Biochemical and biophysical research communications,9,1
33302501,"Comprehensive Structural and Molecular Comparison of Spike Proteins of SARS-CoV-2, SARS-CoV and MERS-CoV, and Their Interactions with ACE2.",Cells,9,1
33302344,Inhibition of SARS-CoV-2 Entry into Host Cells Using Small Molecules.,"Pharmaceuticals (Basel, Switzerland)",9,1
33301953,Next-generation computational tools and resources for coronavirus research: From detection to vaccine discovery.,Computers in biology and medicine,9,1
33301853,"Rapid, high-yield production of full-length SARS-CoV-2 spike ectodomain by transient gene expression in CHO cells.",Journal of biotechnology,9,1
33301717,FRETing over SARS-CoV-2: Conformational Dynamics of the Spike Glycoprotein.,Cell host & microbe,9,1
33301685,COVID-19: The Effect of Host Genetic Variations on Host-Virus Interactions.,Journal of proteome research,9,1
33301503,CD8 T cell epitope generation toward the continually mutating SARS-CoV-2 spike protein in genetically diverse human population: Implications for disease control and prevention.,PloS one,9,1
33300012,"Treatment of Severe COVID-19 with Convalescent Plasma in the Bronx, NYC.",medRxiv : the preprint server for health sciences,9,1
33299995,Role of Long-range Allosteric Communication in Determining the Stability and Disassembly of SARS-COV-2 in Complex with ACE2.,bioRxiv : the preprint server for biology,9,1
33299993,Prospective mapping of viral mutations that escape antibodies used to treat COVID-19.,bioRxiv : the preprint server for biology,9,1
33299990,"Repurposing the Ebola and Marburg Virus Inhibitors Tilorone, Quinacrine and Pyronaridine: In vitro Activity Against SARS-CoV-2 and Potential Mechanisms.",bioRxiv : the preprint server for biology,9,1
33299610,"SARS-CoV-2, Early Entry Events.",Journal of pathogens,9,1
33299126,COVID-19 and graft-versus-host disease: a tale of two diseases (and why age matters).,Laboratory investigation; a journal of technical methods and pathology,9,1
33298900,Heparan sulfate assists SARS-CoV-2 in cell entry and can be targeted by approved drugs in vitro.,Cell discovery,9,1
33294799,"Designed Metal-ATCUN Derivatives: Redox- and Non-redox-Based Applications Relevant for Chemistry, Biology, and Medicine.",iScience,9,1
33294769,Identification of a SARS-like bat coronavirus that shares structural features with the spike glycoprotein receptor-binding domain of SARS-CoV-2.,Access microbiology,9,1
33294307,Are losartan and imatinib effective against SARS-CoV2 pathogenesis? A pathophysiologic-based in silico study.,In silico pharmacology,9,1
33293316,"Study protocol for a multicentre, prospective cohort study of the association of angiotensin II type 1 receptor blockers on outcomes of coronavirus infection.",BMJ open,9,1
33291642,FDA-Approved Drugs with Potent In Vitro Antiviral Activity against Severe Acute Respiratory Syndrome Coronavirus 2.,"Pharmaceuticals (Basel, Switzerland)",9,1
33291245,Efforts at COVID-19 Vaccine Development: Challenges and Successes.,Vaccines,9,1
33290786,Genomic and evolutionary comparison between SARS-CoV-2 and other human coronaviruses.,Journal of virological methods,9,1
33288661,Enhanced SARS-CoV-2 neutralization by dimeric IgA.,Science translational medicine,9,1
33288645,Defining the features and duration of antibody responses to SARS-CoV-2 infection associated with disease severity and outcome.,Science immunology,9,1
33287717,"Molecular epidemiology of SARS-CoV-2 clusters caused by asymptomatic cases in Anhui Province, China.",BMC infectious diseases,9,1
33287245,Persistent Detection and Infectious Potential of SARS-CoV-2 Virus in Clinical Specimens from COVID-19 Patients.,Viruses,9,1
33285566,Key residues influencing binding affinities of 2019-nCoV with ACE2 in different species.,Briefings in bioinformatics,9,1
33284859,SARS-CoV-2 spike protein promotes IL-6 trans-signaling by activation of angiotensin II receptor signaling in epithelial cells.,PLoS pathogens,9,1
33283287,An organoid-derived bronchioalveolar model for SARS-CoV-2 infection of human alveolar type II-like cells.,The EMBO journal,9,1
33283104,SSSCPreds: Deep Neural Network-Based Software for the Prediction of Conformational Variability and Application to SARS-CoV-2.,ACS omega,9,1
33282690,SARS-CoV-2 effects in the genitourinary system and prospects of sex hormone therapy.,Asian journal of urology,9,1
33282147,ACE2 partially dictates the host range and tropism of SARS-CoV-2.,Computational and structural biotechnology journal,9,1
33278462,2-Pyridone natural products as inhibitors of SARS-CoV-2 main protease.,Chemico-biological interactions,9,1
33275640,A natural mutation between SARS-CoV-2 and SARS-CoV determines neutralization by a cross-reactive antibody.,PLoS pathogens,9,1
33274945,Computational Insights into the Conformational Accessibility and Binding Strength of SARS-CoV-2 Spike Protein to Human Angiotensin-Converting Enzyme 2.,The journal of physical chemistry letters,9,1
33272566,Identifying and repurposing antiviral drugs against severe acute respiratory syndrome coronavirus 2 with in silico and in vitro approaches.,Biochemical and biophysical research communications,9,1
33271925,Establishment of Murine Hybridoma Cells Producing Antibodies against Spike Protein of SARS-CoV-2.,International journal of molecular sciences,9,1
33271682,Neuropsychiatric manifestations of COVID-19 and possible pathogenic mechanisms: Insights from other coronaviruses.,Asian journal of psychiatry,9,1
33271067,Cryo-EM Structures of SARS-CoV-2 Spike without and with ACE2 Reveal a pH-Dependent Switch to Mediate Endosomal Positioning of Receptor-Binding Domains.,Cell host & microbe,9,1
33270225,Interpretative immune targets and contemporary position for vaccine development against SARS-CoV-2: A systematic review.,Journal of medical virology,9,1
33269932,Molecular Dynamics Reveals Complex Compensatory Effects of Ionic Strength on the Severe Acute Respiratory Syndrome Coronavirus 2 Spike/Human Angiotensin-Converting Enzyme 2 Interaction.,The journal of physical chemistry letters,9,1
33269352,A monoclonal antibody against staphylococcal enterotoxin B superantigen inhibits SARS-CoV-2 entry <i>in vitro</i>.,bioRxiv : the preprint server for biology,9,1
33269345,A betacoronavirus multiplex microsphere immunoassay detects early SARS-CoV-2 seroconversion and antibody cross reactions.,Research square,9,1
33269329,The SARS-COV-2 Spike Protein Binds Sialic Acids and Enables Rapid Detection in a Lateral Flow Point of Care Diagnostic Device.,ACS central science,9,1
33268377,Priming of SARS-CoV-2 S protein by several membrane-bound serine proteinases could explain enhanced viral infectivity and systemic COVID-19 infection.,The Journal of biological chemistry,9,1
33267871,Obesity is associated with increased severity of disease in COVID-19 pneumonia: a systematic review and meta-analysis.,European journal of medical research,9,1
33264669,"The dynamic association between COVID-19 and chronic disorders: An updated insight into prevalence, mechanisms and therapeutic modalities.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
33264492,COVID-19 and hematology findings based on the current evidences: A puzzle with many missing pieces.,International journal of laboratory hematology,9,1
33262747,Current and Future Direct-Acting Antivirals Against COVID-19.,Frontiers in microbiology,9,1
33262452,Rational development of a human antibody cocktail that deploys multiple functions to confer Pan-SARS-CoVs protection.,Cell research,9,1
33262359,"Targeting the coronavirus SARS-CoV-2: computational insights into the mechanism of action of the protease inhibitors lopinavir, ritonavir and nelfinavir.",Scientific reports,9,1
33261634,Thrombocytopenia and thrombosis in hospitalized patients with COVID-19.,Journal of hematology & oncology,9,1
33261606,SARS coronavirus 2: from genome to infectome.,Respiratory research,9,1
33260370,Repositioning of Ligands That Target the Spike Glycoprotein as Potential Drugs for SARS-CoV-2 in an In Silico Study.,"Molecules (Basel, Switzerland)",9,1
33260195,A single-dose live-attenuated YF17D-vectored SARS-CoV-2 vaccine candidate.,Nature,9,1
33259788,Complete Mapping of Mutations to the SARS-CoV-2 Spike Receptor-Binding Domain that Escape Antibody Recognition.,Cell host & microbe,9,1
33258925,A pocket guide on how to structure SARS-CoV-2 drugs and therapies.,Biochemical Society transactions,9,1
33257686,Development of a multi-antigenic SARS-CoV-2 vaccine candidate using a synthetic poxvirus platform.,Nature communications,9,1
33257540,A highly immunogenic and effective measles virus-based Th1-biased COVID-19 vaccine.,Proceedings of the National Academy of Sciences of the United States of America,9,1
33256807,Pervasive generation of non-canonical subgenomic RNAs by SARS-CoV-2.,Genome medicine,9,1
33255977,Characterization of Structural and Energetic Differences between Conformations of the SARS-CoV-2 Spike Protein.,"Materials (Basel, Switzerland)",9,1
33255849,In Silico Discovery of Antimicrobial Peptides as an Alternative to Control SARS-CoV-2.,"Molecules (Basel, Switzerland)",9,1
33254614,Environmental impacts on the transmission and evolution of COVID-19 combing the knowledge of pathogenic respiratory coronaviruses.,"Environmental pollution (Barking, Essex : 1987)",9,1
33254549,"Premises among SARS-CoV-2, dysbiosis and diarrhea: Walking through the ACE2/mTOR/autophagy route.",Medical hypotheses,9,1
33253698,"Comparative analyses of SARS-CoV-2 binding (IgG, IgM, IgA) and neutralizing antibodies from human serum samples.",Journal of immunological methods,9,1
33253656,One year update on the COVID-19 pandemic: Where are we now?,Acta tropica,9,1
33253634,A multiscale coarse-grained model of the SARS-CoV-2 virion.,Biophysical journal,9,1
33253633,Thermal inactivation scaling applied for SARS-CoV-2.,Biophysical journal,9,1
33250897,Rapid Response Subunit Vaccine Design in the Absence of Structural Information.,Frontiers in immunology,9,1
33249264,Coevolutionary forces shaping the fitness of SARS-CoV-2 spike glycoprotein against human receptor ACE2.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
33248689,Diamond Light Source: contributions to SARS-CoV-2 biology and therapeutics.,Biochemical and biophysical research communications,9,1
33248470,Case Study: Prolonged Infectious SARS-CoV-2 Shedding from an Asymptomatic Immunocompromised Individual with Cancer.,Cell,9,1
33248226,Improved production of SARS-CoV-2 spike receptor-binding domain (RBD) for serology assays.,Protein expression and purification,9,1
33246296,Smoking and COVID-19: What we know so far.,Respiratory medicine,9,1
33245961,Structural insights into SARS-CoV-2 proteins.,Journal of molecular biology,9,1
33245857,Integrative Imaging Reveals SARS-CoV-2-Induced Reshaping of Subcellular Morphologies.,Cell host & microbe,9,1
33245474,N-Glycan Modification in Covid-19 Pathophysiology: In vitro Structural Changes with Limited Functional Effects.,Journal of clinical immunology,9,1
33244377,Coronavirus disease 2019 (COVID-19) and pediatric gastroenterology.,Gastroenterology and hepatology from bed to bench,9,1
33244376,Coronaviruses and gastrointestinal symptoms: an old liaison for the new SARS-CoV-2.,Gastroenterology and hepatology from bed to bench,9,1
33243994,SARS-CoV-2 spike-protein D614G mutation increases virion spike density and infectivity.,Nature communications,9,1
33242791,A safety consideration of mesenchymal stem cell therapy on COVID-19.,Stem cell research,9,1
33242394,Cross-Neutralization of a SARS-CoV-2 Antibody to a Functionally Conserved Site Is Mediated by Avidity.,Immunity,9,1
33242391,Real-Time Conformational Dynamics of SARS-CoV-2 Spikes on Virus Particles.,Cell host & microbe,9,1
33240216,A Suggested Role of Human Growth Hormone in Control of the COVID-19 Pandemic.,Frontiers in endocrinology,9,1
33238323,"SARS-CoV-2 and COVID-19 ""covidiosyncrasies"" and their impact on endoscopists and endoscopy.",Endoscopy,9,1
33236920,COVID-19 endocrinopathy with hindsight from SARS.,American journal of physiology. Endocrinology and metabolism,9,1
33236896,"Airborne Transmission of COVID-19: Aerosol Dispersion, Lung Deposition, and Virus-Receptor Interactions.",ACS nano,9,1
33236029,Serological responses to SARS-CoV-2 following non-hospitalised infection: clinical and ethnodemographic features associated with the magnitude of the antibody response.,medRxiv : the preprint server for health sciences,9,1
33236017,Improved production of SARS-CoV-2 spike receptor-binding domain (RBD) for serology assays.,bioRxiv : the preprint server for biology,9,1
33236012,The Development of a Novel Nanobody Therapeutic for SARS-CoV-2.,bioRxiv : the preprint server for biology,9,1
33236009,An Engineered Antibody with Broad Protective Efficacy in Murine Models of SARS and COVID-19.,bioRxiv : the preprint server for biology,9,1
33236008,An engineered receptor-binding domain improves the immunogenicity of multivalent SARS-CoV-2 vaccines.,bioRxiv : the preprint server for biology,9,1
33236007,AI-Driven Multiscale Simulations Illuminate Mechanisms of SARS-CoV-2 Spike Dynamics.,bioRxiv : the preprint server for biology,9,1
33236001,Minireview of progress in the structural study of SARS-CoV-2 proteins.,Current research in microbial sciences,9,1
33235538,Plasma-activated water: An alternative disinfectant for S protein inactivation to prevent SARS-CoV-2 infection.,"Chemical engineering journal (Lausanne, Switzerland : 1996)",9,1
33232865,SARS-CoV-2 attachment to host cells is possibly mediated via RGD-integrin interaction in a calcium-dependent manner and suggests pulmonary EDTA chelation therapy as a novel treatment for COVID 19.,Immunobiology,9,1
33232272,Influence of aging on deterioration of patients with COVID-19.,Aging,9,1
33232211,Recombinant vaccines for COVID-19.,Human vaccines & immunotherapeutics,9,1
33231780,SARS-CoV-2: a new dimension to our understanding of coronaviruses.,International microbiology : the official journal of the Spanish Society for Microbiology,9,1
33231324,Prefusion spike protein stabilization through computational mutagenesis.,Proteins,9,1
33231169,COVID-19 research risks ignoring important host genes due to pre-established research patterns.,eLife,9,1
33230627,Emerging diagnostic tools for detection of COVID-19 and perspective.,Biomedical microdevices,9,1
33226815,Theoretical Design of Functionalized Gold Nanoparticles as Antiviral Agents against Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).,The journal of physical chemistry letters,9,1
33225826,Cordycepin: a bioactive metabolite of C<i>ordyceps militaris</i> and polyadenylation inhibitor with therapeutic potential against COVID-19.,Journal of biomolecular structure & dynamics,9,1
33225251,COVID-19 and stroke: A review.,Brain hemorrhages,9,1
33223566,Synthesis of potentially new schiff bases of <i>N</i>-substituted-2-quinolonylacetohydrazides as anti-COVID-19 agents.,Journal of molecular structure,9,1
33221508,Nanozyme chemiluminescence paper test for rapid and sensitive detection of SARS-CoV-2 antigen.,Biosensors & bioelectronics,9,1
33221383,Systemic and mucosal antibody responses specific to SARS-CoV-2 during mild versus severe COVID-19.,The Journal of allergy and clinical immunology,9,1
33221119,"Genetic analysis of SARS-CoV-2 isolates collected from Bangladesh: Insights into the origin, mutational spectrum and possible pathomechanism.",Computational biology and chemistry,9,1
33220921,Functional importance of the D614G mutation in the SARS-CoV-2 spike protein.,Biochemical and biophysical research communications,9,1
33220345,Essential functional molecules associated with SARS-CoV-2 infection: Potential therapeutic targets for COVID-19.,Gene,9,1
33217916,COVID-19 Infection Detection and Prevention by SARS-CoV-2 Active Antigens: A Synthetic Vaccine Approach.,Vaccines,9,1
33217763,Severe acute respiratory syndrome coronavirus 2 infection reaches the human nervous system: How?,Journal of neuroscience research,9,1
33217545,COVID-19: A review of therapeutic strategies and vaccine candidates.,"Clinical immunology (Orlando, Fla.)",9,1
33217033,Comparison of infection risks and clinical outcomes in patients with and without SARS-CoV-2 lung infection under renin-angiotensin-aldosterone system blockade: Systematic review and meta-analysis.,British journal of clinical pharmacology,9,1
33214719,Leukocyte trafficking to the lungs and beyond: lessons from influenza for COVID-19.,Nature reviews. Immunology,9,1
33213870,Managing the pandemic from the radiology department's point of view.,Radiologia,9,1
33213829,Therapeutic modalities and novel approaches in regenerative medicine for COVID-19.,International journal of antimicrobial agents,9,1
33210561,Structure-based identification of potential SARS-CoV-2 main protease inhibitors.,Journal of biomolecular structure & dynamics,9,1
33210300,Why are ACE2 binding coronavirus strains SARS-CoV/SARS-CoV-2 wild and NL63 mild?,Proteins,9,1
33208827,Development of CpG-adjuvanted stable prefusion SARS-CoV-2 spike antigen as a subunit vaccine against COVID-19.,Scientific reports,9,1
33208052,Endothelialitis plays a central role in the pathophysiology of severe COVID-19 and its cardiovascular complications.,Acta cardiologica,9,1
33205496,Pharmacogenomics of genetic polymorphism within the genes responsible for SARS-CoV-2 susceptibility and the drug-metabolising genes used in treatment.,Reviews in medical virology,9,1
33204713,Potential Roles of the Renin-Angiotensin System in the Pathogenesis and Treatment of COVID-19.,BioMed research international,9,1
33204210,"Chloroquine, hydroxychloroquine, and COVID-19: Systematic review and narrative synthesis of efficacy and safety.",Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,9,1
33203860,STAT2 signaling restricts viral dissemination but drives severe pneumonia in SARS-CoV-2 infected hamsters.,Nature communications,9,1
33200935,Computational Design of 25-mer Peptide Binders of SARS-CoV-2.,The journal of physical chemistry. B,9,1
33200842,The genetic structure of SARS-CoV-2 does not rule out a laboratory origin: SARS-COV-2 chimeric structure and furin cleavage site might be the result of genetic manipulation.,"BioEssays : news and reviews in molecular, cellular and developmental biology",9,1
